account_id,checking_status,credit_history,employment,age,sex,credit_amount,housing,existing_credits,savings_status,credit_defaults
ACC000000004430,>=200,existing paid,>=7,37,M,437,rent,1,<100,0
ACC000000004431,<0,existing paid,1<=X<4,19,F,4991,free,1,<100,1
ACC000000004432,0<=X<200,existing paid,4<=X<7,32,F,2119,rent,1,no known savings,0
ACC000000004433,>=200,existing paid,4<=X<7,49,M,1578,own,1,<100,0
ACC000000004434,no checking,existing paid,unemployed,56,F,1409,own,1,<100,0
ACC000000004435,<0,existing paid,<1,49,M,1896,own,1,<100,1
ACC000000004436,0<=X<200,existing paid,1<=X<4,23,M,3025,own,1,100<=X<500,0
ACC000000004437,<0,delayed previously,1<=X<4,27,M,6538,own,1,<100,1
ACC000000004438,0<=X<200,existing paid,<1,39,M,8832,free,1,<100,1
ACC000000004439,<0,critical/other existing credit,4<=X<7,22,M,7718,own,1,<100,1
ACC000000004440,<0,all paid,1<=X<4,28,M,1880,rent,1,<100,0
ACC000000004441,no checking,delayed previously,>=7,46,F,11245,own,1,<100,0
ACC000000004442,no checking,no credits/all paid,1<=X<4,27,M,3239,own,2,<100,0
ACC000000004443,0<=X<200,existing paid,1<=X<4,35,F,1628,rent,1,no known savings,0
ACC000000004445,no checking,existing paid,4<=X<7,33,M,6790,own,2,no known savings,0
ACC000000004447,no checking,critical/other existing credit,unemployed,51,F,1048,rent,2,<100,0
ACC000000004448,0<=X<200,delayed previously,1<=X<4,39,M,2139,own,1,<100,0
ACC000000004449,no checking,existing paid,1<=X<4,36,F,2798,own,1,500<=X<1000,0
ACC000000004450,<0,existing paid,>=7,45,M,1245,own,1,100<=X<500,0
ACC000000004451,>=200,critical/other existing credit,>=7,44,M,5808,free,1,<100,1
ACC000000004452,no checking,critical/other existing credit,4<=X<7,27,M,1986,own,1,<100,0
ACC000000004454,<0,critical/other existing credit,>=7,33,F,2600,own,1,<100,1
ACC000000004455,<0,critical/other existing credit,1<=X<4,39,M,3135,free,1,<100,1
ACC000000004456,0<=X<200,existing paid,>=7,19,M,907,rent,2,<100,0
ACC000000004457,no checking,existing paid,>=7,40,F,1113,own,1,no known savings,0
ACC000000004458,no checking,no credits/all paid,>=7,56,M,1039,own,1,<100,0
ACC000000004460,<0,critical/other existing credit,>=7,47,M,4627,own,1,500<=X<1000,1
ACC000000004461,0<=X<200,no credits/all paid,unemployed,55,F,7737,rent,1,<100,0
ACC000000004462,0<=X<200,critical/other existing credit,>=7,48,F,2519,own,1,<100,1
ACC000000004463,0<=X<200,critical/other existing credit,unemployed,39,M,1748,own,1,100<=X<500,0
ACC000000004464,>=200,existing paid,<1,46,F,3993,own,1,100<=X<500,0
ACC000000004465,0<=X<200,existing paid,>=7,20,M,1395,own,2,<100,1
ACC000000004466,>=200,critical/other existing credit,1<=X<4,41,F,2018,own,1,<100,0
ACC000000004467,<0,existing paid,1<=X<4,47,M,1191,own,1,<100,0
ACC000000004468,0<=X<200,existing paid,<1,25,M,2552,own,2,<100,0
ACC000000004469,>=200,delayed previously,1<=X<4,21,M,8232,own,1,<100,1
ACC000000004470,no checking,critical/other existing credit,4<=X<7,35,M,833,free,1,<100,0
ACC000000004471,0<=X<200,existing paid,unemployed,37,F,5217,own,2,no known savings,1
ACC000000004472,0<=X<200,critical/other existing credit,<1,31,M,5935,rent,1,100<=X<500,1
ACC000000004473,<0,existing paid,>=7,40,M,2188,own,1,<100,0
ACC000000004474,<0,existing paid,4<=X<7,33,M,1235,own,2,500<=X<1000,0
ACC000000004475,0<=X<200,existing paid,4<=X<7,55,F,2753,own,2,100<=X<500,0
ACC000000004476,<0,existing paid,1<=X<4,19,F,8638,own,2,<100,1
ACC000000004477,<0,critical/other existing credit,1<=X<4,30,F,961,own,2,<100,1
ACC000000004478,<0,existing paid,1<=X<4,52,F,4570,rent,2,<100,0
ACC000000004479,0<=X<200,existing paid,1<=X<4,45,M,3159,own,2,<100,1
ACC000000004480,>=200,no credits/all paid,1<=X<4,63,M,784,free,1,>=1000,0
ACC000000004481,>=200,delayed previously,1<=X<4,40,M,2153,free,1,<100,1
ACC000000004482,no checking,delayed previously,1<=X<4,36,F,6228,rent,1,<100,0
ACC000000004483,>=200,critical/other existing credit,4<=X<7,32,M,12565,own,1,<100,0
ACC000000004485,no checking,existing paid,>=7,43,M,250,own,1,<100,0
ACC000000004486,no checking,existing paid,4<=X<7,32,M,964,free,2,<100,0
ACC000000004487,>=200,existing paid,4<=X<7,34,M,311,own,1,<100,0
ACC000000004488,<0,existing paid,4<=X<7,42,F,1519,own,1,100<=X<500,0
ACC000000004489,<0,existing paid,>=7,42,F,8149,rent,1,<100,0
ACC000000004490,no checking,delayed previously,4<=X<7,26,M,5481,own,2,<100,1
ACC000000004491,<0,critical/other existing credit,1<=X<4,32,F,3189,own,2,100<=X<500,0
ACC000000004492,0<=X<200,existing paid,<1,41,F,3972,own,2,<100,0
ACC000000004493,<0,existing paid,1<=X<4,31,F,8760,own,1,<100,0
ACC000000004495,<0,no credits/all paid,1<=X<4,19,M,4451,own,1,100<=X<500,0
ACC000000004496,no checking,critical/other existing credit,>=7,40,M,2967,own,1,no known savings,0
ACC000000004497,>=200,existing paid,>=7,23,M,613,own,2,<100,1
ACC000000004498,0<=X<200,existing paid,1<=X<4,33,M,621,own,2,>=1000,0
ACC000000004499,<0,delayed previously,4<=X<7,45,M,12068,own,2,100<=X<500,0
ACC000000004500,no checking,existing paid,1<=X<4,34,M,7493,own,1,no known savings,0
ACC000000004501,no checking,existing paid,1<=X<4,43,F,1621,own,1,<100,0
ACC000000004502,<0,critical/other existing credit,1<=X<4,23,F,1566,own,2,500<=X<1000,1
ACC000000004503,<0,critical/other existing credit,<1,27,M,1703,own,1,<100,1
ACC000000004504,no checking,critical/other existing credit,1<=X<4,38,M,3269,own,1,no known savings,0
ACC000000004505,0<=X<200,critical/other existing credit,1<=X<4,22,M,2526,own,1,<100,1
ACC000000004506,0<=X<200,existing paid,1<=X<4,19,M,1791,own,2,<100,1
ACC000000004507,no checking,existing paid,4<=X<7,27,M,5801,own,1,<100,0
ACC000000004508,0<=X<200,existing paid,>=7,32,M,2143,free,1,<100,0
ACC000000004509,<0,existing paid,1<=X<4,33,M,5156,own,1,100<=X<500,1
ACC000000004510,<0,critical/other existing credit,>=7,42,F,842,own,1,no known savings,0
ACC000000004511,no checking,existing paid,<1,35,M,4856,own,1,100<=X<500,0
ACC000000004512,<0,critical/other existing credit,1<=X<4,37,F,760,own,2,<100,1
ACC000000004513,0<=X<200,existing paid,1<=X<4,27,F,2084,rent,1,<100,0
ACC000000004515,<0,existing paid,1<=X<4,21,M,13508,own,1,<100,1
ACC000000004516,0<=X<200,existing paid,4<=X<7,49,M,7761,own,1,no known savings,0
ACC000000004517,no checking,existing paid,4<=X<7,25,F,3450,rent,1,<100,0
ACC000000004518,<0,critical/other existing credit,>=7,32,M,5059,own,1,<100,0
ACC000000004519,no checking,critical/other existing credit,1<=X<4,31,F,1623,own,1,<100,0
ACC000000004520,no checking,existing paid,4<=X<7,52,M,591,own,1,<100,0
ACC000000004521,<0,existing paid,unemployed,21,M,4814,free,1,<100,0
ACC000000004522,0<=X<200,existing paid,>=7,45,M,250,own,1,<100,1
ACC000000004523,<0,critical/other existing credit,<1,48,M,6479,own,2,<100,1
ACC000000004524,no checking,existing paid,1<=X<4,37,M,6273,own,2,100<=X<500,0
ACC000000004526,no checking,delayed previously,>=7,35,M,1742,own,2,500<=X<1000,0
ACC000000004527,<0,existing paid,1<=X<4,37,M,2584,own,1,<100,0
ACC000000004528,no checking,delayed previously,unemployed,35,M,965,own,1,<100,0
ACC000000004529,no checking,existing paid,4<=X<7,41,M,3776,own,1,<100,0
ACC000000004530,no checking,critical/other existing credit,>=7,24,M,6442,own,2,<100,0
ACC000000004531,<0,critical/other existing credit,4<=X<7,45,M,10209,own,2,<100,1
ACC000000004532,no checking,existing paid,>=7,57,F,2462,own,1,>=1000,0
ACC000000004533,no checking,existing paid,>=7,46,F,1761,rent,2,<100,0
ACC000000004536,no checking,existing paid,>=7,48,M,8306,free,2,100<=X<500,0
ACC000000004537,<0,existing paid,<1,48,F,1610,own,1,<100,0
ACC000000004538,<0,delayed previously,1<=X<4,33,M,2723,own,1,no known savings,0
ACC000000004539,no checking,critical/other existing credit,<1,65,M,3607,free,2,no known savings,0
ACC000000004540,<0,critical/other existing credit,1<=X<4,32,F,6730,free,1,<100,1
ACC000000004541,no checking,no credits/all paid,>=7,64,M,3065,own,1,<100,0
ACC000000004542,no checking,existing paid,1<=X<4,19,M,3327,free,1,<100,0
ACC000000004544,no checking,critical/other existing credit,1<=X<4,38,M,6293,own,2,<100,1
ACC000000004545,>=200,critical/other existing credit,>=7,34,M,2282,free,1,no known savings,1
ACC000000004546,<0,critical/other existing credit,4<=X<7,58,M,1185,own,1,no known savings,1
ACC000000004547,0<=X<200,existing paid,4<=X<7,34,M,3350,own,1,<100,0
ACC000000004548,<0,existing paid,1<=X<4,41,M,5990,own,1,<100,1
ACC000000004549,no checking,critical/other existing credit,4<=X<7,24,M,1148,own,1,<100,1
ACC000000004552,<0,critical/other existing credit,>=7,28,F,4877,own,1,no known savings,0
ACC000000004553,no checking,existing paid,1<=X<4,35,M,3042,rent,1,<100,0
ACC000000004554,<0,critical/other existing credit,4<=X<7,43,M,554,own,1,100<=X<500,0
ACC000000004556,0<=X<200,existing paid,1<=X<4,33,M,1168,own,1,<100,0
ACC000000004557,no checking,existing paid,1<=X<4,47,M,3797,own,2,no known savings,0
ACC000000004558,no checking,critical/other existing credit,4<=X<7,30,M,1715,own,1,<100,0
ACC000000004559,<0,existing paid,>=7,25,F,3554,own,1,no known savings,1
ACC000000004560,<0,existing paid,1<=X<4,47,M,2605,own,2,<100,0
ACC000000004561,0<=X<200,delayed previously,<1,20,F,2183,free,1,500<=X<1000,0
ACC000000004562,0<=X<200,existing paid,1<=X<4,34,M,1018,own,1,<100,0
ACC000000004563,no checking,existing paid,>=7,46,F,4177,own,1,<100,0
ACC000000004564,no checking,existing paid,1<=X<4,43,M,2445,rent,2,<100,0
ACC000000004565,0<=X<200,no credits/all paid,1<=X<4,52,M,4992,own,1,<100,0
ACC000000004566,0<=X<200,existing paid,>=7,26,M,3657,own,1,no known savings,1
ACC000000004567,no checking,critical/other existing credit,4<=X<7,58,M,4010,own,1,<100,1
ACC000000004568,0<=X<200,existing paid,>=7,19,M,2083,free,1,100<=X<500,0
ACC000000004569,no checking,existing paid,4<=X<7,28,F,688,own,2,<100,0
ACC000000004570,<0,critical/other existing credit,>=7,39,M,1086,free,2,<100,1
ACC000000004571,no checking,all paid,4<=X<7,46,M,2262,own,2,<100,0
ACC000000004572,<0,existing paid,unemployed,62,M,831,rent,1,100<=X<500,0
ACC000000004574,no checking,existing paid,<1,46,M,8800,rent,2,>=1000,0
ACC000000004575,no checking,existing paid,1<=X<4,39,M,907,own,1,<100,0
ACC000000004576,0<=X<200,existing paid,4<=X<7,27,F,809,own,2,500<=X<1000,0
ACC000000004577,no checking,critical/other existing credit,4<=X<7,43,M,4637,own,2,<100,0
ACC000000004578,no checking,critical/other existing credit,>=7,31,M,18500,free,1,<100,1
ACC000000004580,<0,delayed previously,1<=X<4,34,M,1936,free,4,<100,1
ACC000000004581,<0,existing paid,unemployed,40,M,3138,free,2,<100,1
ACC000000004582,0<=X<200,critical/other existing credit,4<=X<7,35,M,6724,free,2,<100,1
ACC000000004583,no checking,no credits/all paid,4<=X<7,23,F,7959,own,1,<100,1
ACC000000004584,<0,existing paid,4<=X<7,26,F,2147,own,2,<100,1
ACC000000004585,<0,existing paid,1<=X<4,23,M,1750,own,1,<100,1
ACC000000004586,no checking,existing paid,4<=X<7,41,M,13356,own,2,<100,0
ACC000000004587,<0,existing paid,>=7,30,M,1365,rent,2,<100,1
ACC000000004588,no checking,delayed previously,>=7,45,M,250,own,4,500<=X<1000,0
ACC000000004589,no checking,critical/other existing credit,1<=X<4,32,F,2588,rent,1,500<=X<1000,0
ACC000000004590,0<=X<200,existing paid,1<=X<4,44,M,7073,free,2,no known savings,0
ACC000000004591,<0,existing paid,1<=X<4,50,M,1368,free,1,<100,0
ACC000000004592,no checking,all paid,1<=X<4,28,M,6374,own,1,100<=X<500,0
ACC000000004594,0<=X<200,critical/other existing credit,unemployed,42,F,15035,free,1,<100,1
ACC000000004595,<0,existing paid,1<=X<4,53,F,2038,own,1,<100,1
ACC000000004596,<0,critical/other existing credit,>=7,44,F,3840,own,2,<100,1
ACC000000004597,<0,existing paid,4<=X<7,28,F,6039,rent,2,<100,0
ACC000000004598,0<=X<200,existing paid,1<=X<4,55,M,2020,own,1,<100,0
ACC000000004599,no checking,critical/other existing credit,unemployed,40,M,2130,own,2,<100,0
ACC000000004600,no checking,delayed previously,>=7,24,M,4667,rent,1,<100,0
ACC000000004601,no checking,existing paid,>=7,55,M,3939,own,2,<100,1
ACC000000004602,0<=X<200,critical/other existing credit,<1,19,M,2080,free,2,<100,1
ACC000000004604,0<=X<200,existing paid,1<=X<4,41,M,380,own,1,100<=X<500,0
ACC000000004605,0<=X<200,delayed previously,<1,43,F,9925,own,2,<100,1
ACC000000004606,<0,existing paid,<1,35,M,2130,own,1,>=1000,0
ACC000000004607,no checking,critical/other existing credit,<1,69,M,3436,own,1,100<=X<500,0
ACC000000004608,0<=X<200,existing paid,4<=X<7,29,M,2486,own,1,<100,1
ACC000000004610,0<=X<200,delayed previously,4<=X<7,26,F,2927,free,2,no known savings,0
ACC000000004611,<0,existing paid,4<=X<7,23,M,2946,own,1,<100,1
ACC000000004612,<0,no credits/all paid,1<=X<4,49,M,3450,own,2,<100,0
ACC000000004613,no checking,critical/other existing credit,<1,46,M,2343,own,2,<100,0
ACC000000004614,no checking,existing paid,<1,29,M,2992,own,2,<100,0
ACC000000004615,0<=X<200,all paid,4<=X<7,49,M,18500,rent,1,<100,0
ACC000000004616,<0,delayed previously,>=7,50,M,2144,own,1,<100,1
ACC000000004617,no checking,critical/other existing credit,1<=X<4,44,F,2312,own,1,>=1000,0
ACC000000004618,<0,critical/other existing credit,1<=X<4,30,F,2234,own,1,<100,1
ACC000000004619,0<=X<200,existing paid,>=7,55,M,4522,own,1,500<=X<1000,0
ACC000000004621,0<=X<200,all paid,>=7,58,M,1018,free,1,>=1000,0
ACC000000004622,<0,critical/other existing credit,4<=X<7,38,M,1921,own,2,<100,1
ACC000000004623,<0,critical/other existing credit,>=7,37,F,3365,free,1,<100,1
ACC000000004624,no checking,existing paid,4<=X<7,35,M,5474,free,1,<100,0
ACC000000004625,<0,existing paid,4<=X<7,44,M,2300,rent,1,<100,1
ACC000000004627,no checking,existing paid,1<=X<4,25,M,6629,free,1,<100,0
ACC000000004629,>=200,existing paid,1<=X<4,31,M,7294,free,1,<100,1
ACC000000004630,no checking,critical/other existing credit,1<=X<4,36,F,4128,own,1,no known savings,1
ACC000000004631,<0,critical/other existing credit,<1,42,F,4104,own,1,no known savings,1
ACC000000004632,<0,all paid,1<=X<4,47,M,1198,own,1,no known savings,0
ACC000000004633,no checking,critical/other existing credit,1<=X<4,44,M,2609,own,1,<100,1
ACC000000004634,no checking,existing paid,>=7,32,M,834,own,1,<100,0
ACC000000004635,>=200,critical/other existing credit,unemployed,31,F,1948,own,1,<100,0
ACC000000004637,0<=X<200,critical/other existing credit,unemployed,35,M,4980,own,2,>=1000,0
ACC000000004638,<0,existing paid,1<=X<4,32,F,1896,free,2,100<=X<500,1
ACC000000004639,no checking,critical/other existing credit,1<=X<4,19,F,2908,free,1,<100,0
ACC000000004640,0<=X<200,critical/other existing credit,1<=X<4,23,F,1410,own,1,no known savings,1
ACC000000004641,no checking,existing paid,4<=X<7,32,M,3474,own,1,<100,1
ACC000000004642,>=200,existing paid,<1,27,M,1411,own,1,no known savings,0
ACC000000004643,no checking,existing paid,1<=X<4,20,F,1725,own,1,<100,0
ACC000000004644,no checking,existing paid,1<=X<4,52,M,3555,own,1,<100,0
ACC000000004645,0<=X<200,existing paid,4<=X<7,45,M,684,own,1,no known savings,0
ACC000000004646,<0,existing paid,>=7,41,M,4208,own,2,no known savings,0
ACC000000004647,0<=X<200,delayed previously,4<=X<7,32,F,1335,own,2,100<=X<500,1
ACC000000004648,no checking,critical/other existing credit,1<=X<4,29,F,3452,rent,1,<100,1
ACC000000004649,no checking,existing paid,<1,37,M,7038,own,1,<100,0
ACC000000004650,<0,existing paid,1<=X<4,32,F,1335,free,2,>=1000,0
ACC000000004651,<0,critical/other existing credit,>=7,35,F,861,free,2,no known savings,1
ACC000000004652,<0,critical/other existing credit,1<=X<4,31,M,1494,own,2,<100,0
ACC000000004653,no checking,critical/other existing credit,<1,38,F,2143,own,2,>=1000,0
ACC000000004654,no checking,critical/other existing credit,>=7,28,M,250,own,1,<100,0
ACC000000004655,0<=X<200,existing paid,1<=X<4,45,M,3231,own,2,<100,0
ACC000000004656,0<=X<200,critical/other existing credit,1<=X<4,32,M,3438,rent,1,100<=X<500,1
ACC000000004657,0<=X<200,critical/other existing credit,4<=X<7,35,F,6559,own,2,no known savings,0
ACC000000004658,0<=X<200,existing paid,1<=X<4,46,M,7256,own,1,<100,0
ACC000000004660,0<=X<200,existing paid,1<=X<4,34,F,344,own,2,<100,0
ACC000000004661,<0,critical/other existing credit,1<=X<4,27,M,1247,own,1,>=1000,1
ACC000000004662,<0,no credits/all paid,>=7,46,M,839,own,2,<100,1
ACC000000004663,no checking,existing paid,<1,31,M,849,own,2,<100,1
ACC000000004664,0<=X<200,critical/other existing credit,1<=X<4,34,M,1583,own,1,no known savings,1
ACC000000004665,no checking,critical/other existing credit,1<=X<4,37,M,3145,own,1,<100,1
ACC000000004666,<0,existing paid,1<=X<4,46,M,1961,rent,2,100<=X<500,0
ACC000000004667,<0,delayed previously,4<=X<7,68,F,2373,own,2,500<=X<1000,0
ACC000000004668,<0,existing paid,1<=X<4,25,M,9094,own,2,<100,1
ACC000000004669,no checking,critical/other existing credit,>=7,40,F,1310,own,1,>=1000,0
ACC000000004670,<0,no credits/all paid,<1,37,M,8513,own,1,>=1000,0
ACC000000004673,<0,delayed previously,>=7,36,M,3028,free,2,<100,0
ACC000000004674,no checking,critical/other existing credit,4<=X<7,50,M,5119,own,1,100<=X<500,0
ACC000000004675,<0,critical/other existing credit,1<=X<4,43,F,250,free,1,<100,1
ACC000000004676,0<=X<200,existing paid,1<=X<4,21,M,2012,free,1,<100,0
ACC000000004677,no checking,critical/other existing credit,<1,28,M,4492,rent,1,no known savings,1
ACC000000004678,<0,existing paid,>=7,55,F,5823,own,1,<100,0
ACC000000004680,<0,no credits/all paid,>=7,53,M,2929,own,2,<100,0
ACC000000004681,0<=X<200,no credits/all paid,4<=X<7,48,M,458,own,1,<100,0
ACC000000004682,no checking,all paid,>=7,29,M,3997,own,1,<100,0
ACC000000004683,no checking,existing paid,1<=X<4,42,M,2191,own,2,<100,0
ACC000000004685,<0,existing paid,<1,50,F,3773,own,2,100<=X<500,0
ACC000000004686,no checking,existing paid,<1,43,F,2606,own,2,100<=X<500,0
ACC000000004687,no checking,no credits/all paid,unemployed,39,M,3557,own,1,<100,0
ACC000000004688,<0,existing paid,4<=X<7,19,M,14929,own,1,500<=X<1000,1
ACC000000004689,<0,existing paid,<1,19,M,3379,rent,1,<100,0
ACC000000004690,<0,existing paid,4<=X<7,22,M,994,own,2,<100,1
ACC000000004691,0<=X<200,critical/other existing credit,4<=X<7,57,F,7760,own,1,<100,1
ACC000000004692,0<=X<200,existing paid,>=7,46,F,2112,own,2,>=1000,0
ACC000000004693,<0,existing paid,1<=X<4,27,M,4403,own,1,<100,0
ACC000000004694,<0,no credits/all paid,1<=X<4,33,M,3886,own,2,100<=X<500,0
ACC000000004695,0<=X<200,critical/other existing credit,1<=X<4,42,M,1711,own,1,<100,0
ACC000000004696,no checking,existing paid,<1,46,M,1369,rent,2,>=1000,0
ACC000000004697,<0,existing paid,>=7,48,F,3363,own,2,<100,1
ACC000000004698,<0,existing paid,<1,47,M,3825,own,1,>=1000,0
ACC000000004699,<0,existing paid,4<=X<7,49,M,1891,free,2,<100,0
ACC000000004700,<0,existing paid,>=7,37,M,4218,free,1,<100,1
ACC000000004701,no checking,existing paid,<1,33,M,2854,own,1,<100,0
ACC000000004702,no checking,critical/other existing credit,4<=X<7,30,F,15529,own,1,no known savings,1
ACC000000004705,no checking,existing paid,>=7,39,M,1031,rent,1,<100,0
ACC000000004706,>=200,existing paid,1<=X<4,30,M,1141,own,1,<100,0
ACC000000004707,<0,critical/other existing credit,1<=X<4,41,M,4332,own,1,no known savings,0
ACC000000004709,>=200,delayed previously,1<=X<4,60,M,1366,own,1,no known savings,0
ACC000000004711,no checking,existing paid,>=7,72,M,5411,own,1,<100,0
ACC000000004712,no checking,existing paid,>=7,31,M,5148,rent,1,<100,0
ACC000000004713,no checking,existing paid,1<=X<4,25,M,4788,own,2,<100,0
ACC000000004714,no checking,critical/other existing credit,1<=X<4,20,M,1806,own,1,no known savings,0
ACC000000004715,<0,critical/other existing credit,>=7,40,F,5510,own,2,100<=X<500,1
ACC000000004716,0<=X<200,existing paid,>=7,19,F,3195,free,1,<100,1
ACC000000004718,0<=X<200,existing paid,>=7,33,F,6708,own,2,no known savings,1
ACC000000004719,<0,delayed previously,1<=X<4,38,M,7603,own,1,500<=X<1000,0
ACC000000004720,<0,all paid,1<=X<4,28,M,2156,free,1,<100,0
ACC000000004723,<0,delayed previously,1<=X<4,29,M,5010,free,2,<100,1
ACC000000004724,<0,critical/other existing credit,1<=X<4,35,F,6787,own,1,<100,1
ACC000000004725,<0,critical/other existing credit,>=7,36,M,1064,own,1,<100,1
ACC000000004726,no checking,critical/other existing credit,unemployed,28,M,4075,own,1,<100,1
ACC000000004727,0<=X<200,existing paid,<1,48,F,2796,free,1,<100,0
ACC000000004728,no checking,existing paid,>=7,41,M,1431,own,1,no known savings,0
ACC000000004729,>=200,delayed previously,1<=X<4,20,M,250,own,2,<100,0
ACC000000004730,<0,existing paid,<1,30,M,3205,free,1,<100,1
ACC000000004731,no checking,existing paid,>=7,31,M,1845,free,2,<100,0
ACC000000004732,0<=X<200,critical/other existing credit,>=7,36,M,602,own,1,no known savings,0
ACC000000004733,no checking,existing paid,>=7,32,M,2543,own,3,no known savings,0
ACC000000004734,no checking,existing paid,1<=X<4,34,M,828,own,1,<100,0
ACC000000004735,0<=X<200,delayed previously,>=7,69,M,2390,free,1,<100,1
ACC000000004737,<0,existing paid,<1,26,F,10951,own,1,<100,1
ACC000000004738,no checking,existing paid,1<=X<4,25,F,1497,rent,1,100<=X<500,0
ACC000000004739,no checking,delayed previously,1<=X<4,40,M,1860,free,2,no known savings,0
ACC000000004741,<0,existing paid,1<=X<4,22,M,8258,free,1,<100,1
ACC000000004742,no checking,all paid,unemployed,48,F,3998,own,2,<100,0
ACC000000004743,<0,critical/other existing credit,4<=X<7,26,M,6503,own,1,>=1000,0
ACC000000004744,0<=X<200,critical/other existing credit,1<=X<4,46,M,5131,free,1,<100,1
ACC000000004745,0<=X<200,existing paid,1<=X<4,31,F,1516,own,1,<100,0
ACC000000004746,no checking,critical/other existing credit,unemployed,29,F,5358,free,2,<100,1
ACC000000004748,<0,existing paid,1<=X<4,19,F,685,rent,1,<100,1
ACC000000004749,no checking,critical/other existing credit,>=7,43,F,5182,free,2,500<=X<1000,0
ACC000000004750,<0,no credits/all paid,1<=X<4,44,M,5036,own,1,<100,0
ACC000000004751,no checking,critical/other existing credit,1<=X<4,33,M,1940,rent,1,100<=X<500,1
ACC000000004753,no checking,existing paid,>=7,26,M,1369,rent,1,no known savings,0
ACC000000004754,<0,existing paid,1<=X<4,26,F,5148,own,1,<100,0
ACC000000004755,no checking,critical/other existing credit,1<=X<4,36,F,4004,rent,1,<100,1
ACC000000004756,<0,critical/other existing credit,>=7,21,F,4922,own,2,no known savings,1
ACC000000004757,<0,critical/other existing credit,<1,41,M,3298,own,2,<100,0
ACC000000004759,no checking,existing paid,1<=X<4,37,F,1556,own,1,<100,1
ACC000000004760,0<=X<200,critical/other existing credit,>=7,22,M,2259,own,2,<100,0
ACC000000004761,no checking,existing paid,<1,55,M,1701,own,1,<100,0
ACC000000004762,0<=X<200,critical/other existing credit,4<=X<7,26,M,1490,own,1,<100,1
ACC000000004763,>=200,critical/other existing credit,>=7,28,M,3373,own,2,<100,0
ACC000000004764,no checking,critical/other existing credit,4<=X<7,28,M,1264,own,1,<100,0
ACC000000004765,no checking,existing paid,>=7,31,M,3741,own,2,<100,0
ACC000000004766,>=200,all paid,>=7,29,M,3504,free,3,<100,1
ACC000000004767,no checking,critical/other existing credit,unemployed,44,M,2773,own,1,<100,1
ACC000000004768,<0,critical/other existing credit,4<=X<7,34,M,1162,free,1,<100,1
ACC000000004769,<0,existing paid,1<=X<4,26,M,1282,free,1,<100,1
ACC000000004770,no checking,existing paid,1<=X<4,40,F,1351,rent,2,<100,0
ACC000000004771,>=200,critical/other existing credit,<1,26,M,2097,own,2,100<=X<500,1
ACC000000004772,no checking,existing paid,>=7,21,F,1221,own,1,<100,0
ACC000000004773,<0,all paid,4<=X<7,26,M,6001,own,2,>=1000,1
ACC000000004774,0<=X<200,existing paid,>=7,37,M,1360,own,1,<100,0
ACC000000004775,<0,existing paid,4<=X<7,37,M,1098,own,1,<100,1
ACC000000004776,no checking,existing paid,1<=X<4,44,M,1222,own,1,<100,0
ACC000000004777,0<=X<200,existing paid,1<=X<4,28,M,4561,own,2,<100,0
ACC000000004778,no checking,critical/other existing credit,4<=X<7,27,M,3972,own,1,100<=X<500,0
ACC000000004779,<0,existing paid,>=7,35,M,2229,own,1,<100,1
ACC000000004780,0<=X<200,critical/other existing credit,1<=X<4,19,M,2020,free,1,<100,1
ACC000000004781,<0,critical/other existing credit,>=7,34,F,1178,own,2,<100,1
ACC000000004782,0<=X<200,existing paid,<1,24,M,813,own,1,<100,0
ACC000000004783,0<=X<200,delayed previously,>=7,29,M,3390,own,2,no known savings,1
ACC000000004784,0<=X<200,critical/other existing credit,>=7,36,M,410,own,2,<100,1
ACC000000004785,no checking,critical/other existing credit,1<=X<4,40,M,3264,own,1,100<=X<500,1
ACC000000004786,no checking,critical/other existing credit,1<=X<4,40,M,2011,own,1,<100,0
ACC000000004787,no checking,existing paid,1<=X<4,52,M,1377,own,1,<100,0
ACC000000004788,0<=X<200,existing paid,>=7,37,F,5153,free,1,no known savings,0
ACC000000004789,>=200,delayed previously,1<=X<4,21,M,4057,own,2,no known savings,0
ACC000000004790,no checking,critical/other existing credit,unemployed,37,M,3031,own,2,100<=X<500,1
ACC000000004792,no checking,delayed previously,>=7,42,M,1306,own,1,<100,0
ACC000000004793,no checking,critical/other existing credit,1<=X<4,21,M,1322,own,1,<100,0
ACC000000004795,<0,critical/other existing credit,>=7,31,M,9023,own,2,<100,1
ACC000000004796,no checking,existing paid,>=7,36,M,1507,own,1,100<=X<500,0
ACC000000004797,<0,existing paid,1<=X<4,39,M,2212,own,2,<100,1
ACC000000004798,no checking,critical/other existing credit,<1,48,F,3767,own,1,no known savings,0
ACC000000004799,0<=X<200,critical/other existing credit,>=7,39,M,7489,own,1,>=1000,0
ACC000000004800,no checking,critical/other existing credit,1<=X<4,37,F,3597,rent,1,no known savings,0
ACC000000004801,>=200,existing paid,<1,67,F,3148,own,1,<100,0
ACC000000004802,<0,existing paid,>=7,43,F,753,own,2,<100,1
ACC000000004803,no checking,no credits/all paid,>=7,54,M,1318,free,1,>=1000,0
ACC000000004804,no checking,critical/other existing credit,1<=X<4,49,M,10320,own,2,no known savings,0
ACC000000004805,no checking,existing paid,1<=X<4,39,M,4550,own,2,<100,0
ACC000000004806,no checking,critical/other existing credit,1<=X<4,34,F,598,own,1,<100,0
